Date,CustomerID,InvoiceID,ProductID,ProductName,Category,SubCategory,City,State,Zone,Qty,Rate,Amount,DiscountPct,NetAmount,PaymentMethod,SalesChannel
2025-03-16,CUST0390,INV100372,PROD0095,Product 95,Personal Care,Shampoo,Kanpur,Uttar Pradesh,North,6,127.71,766.26,0,766.26,Card,Wholesale
2024-02-08,CUST0005,INV100373,PROD0084,Product 84,Personal Care,Toothpaste,Visakhapatnam,Andhra Pradesh,South,6,297.89,1787.34,10,1608.61,UPI,Retail
2025-06-01,CUST0070,INV100374,PROD0043,Product 43,Beverages,Soda,Hyderabad,Telangana,South,17,50.55,859.35,12.5,751.93,Card,Wholesale
2024-12-28,CUST0312,INV100375,PROD0095,Product 95,Dairy,Yogurt,Ahmedabad,Gujarat,West,7,57.75,404.25,12.5,353.72,Net Banking,Wholesale
2024-01-22,CUST0057,INV100376,PROD0183,Product 183,Household,Cleaner,Thane,Maharashtra,West,23,128.37,2952.51,10,2657.26,UPI,Retail
2024-07-17,CUST0070,INV100377,PROD0001,Product 1,Dairy,Yogurt,Visakhapatnam,Andhra Pradesh,South,22,196.06,4313.32,10,3881.99,Net Banking,Distributor
2025-03-16,CUST0278,INV100378,PROD0186,Product 186,Produce,Herbs,Patna,Bihar,East,19,66.13,1256.47,0,1256.47,Wallet,Online
2024-05-30,CUST0311,INV100379,PROD0148,Product 148,Produce,Vegetables,Visakhapatnam,Andhra Pradesh,South,1,172.08,172.08,0,172.08,Net Banking,Wholesale
2025-05-12,CUST0440,INV100380,PROD0128,Product 128,Personal Care,Soap,Kolkata,West Bengal,East,23,298.38,6862.74,10,6176.47,UPI,Online
2023-01-25,CUST0153,INV100381,PROD0030,Product 30,Produce,Vegetables,Indore,Madhya Pradesh,Central,14,124.58,1744.12,12.5,1526.1,Cash,Online
2024-04-05,CUST0162,INV100382,PROD0125,Product 125,Household,Detergent,Kolkata,West Bengal,East,14,370.53,5187.42,0,5187.42,Net Banking,Wholesale
2023-01-17,CUST0443,INV100383,PROD0152,Product 152,Personal Care,Toothpaste,Indore,Madhya Pradesh,Central,24,113.74,2729.76,0,2729.76,Card,Wholesale
2024-12-30,CUST0462,INV100384,PROD0059,Product 59,Electronics,Power Bank,Vadodara,Gujarat,West,12,247.74,2972.88,0,2972.88,Net Banking,Distributor
2023-09-09,CUST0239,INV100385,PROD0096,Product 96,Household,Air Freshener,Hyderabad,Telangana,South,1,337.44,337.44,5,320.57,Net Banking,Retail
2024-04-21,CUST0486,INV100386,PROD0038,Product 38,Snacks,Nuts,Nagpur,Maharashtra,West,6,30.12,180.72,0,180.72,UPI,Online
2025-04-20,CUST0466,INV100387,PROD0099,Product 99,Produce,Fruits,Thane,Maharashtra,West,1,51.98,51.98,5,49.38,Cash,Online
2023-12-06,CUST0263,INV100388,PROD0142,Product 142,Electronics,Earphones,Vadodara,Gujarat,West,16,588.26,9412.16,5,8941.55,UPI,Online
2023-03-03,CUST0100,INV100389,PROD0080,Product 80,Personal Care,Soap,Bengaluru,Karnataka,South,22,43.44,955.68,0,955.68,Card,Online
2023-12-09,CUST0013,INV100390,PROD0131,Product 131,Household,Tissue,Mumbai,Maharashtra,West,1,342.75,342.75,0,342.75,Net Banking,Distributor
2024-01-12,CUST0409,INV100391,PROD0157,Product 157,Electronics,Power Bank,Thane,Maharashtra,West,17,2085.14,35447.38,12.5,31016.46,Cash,Online
2024-11-13,CUST0027,INV100392,PROD0133,Product 133,Snacks,Chocolates,Vadodara,Gujarat,West,7,45.9,321.3,12.5,281.14,Net Banking,Retail
2025-01-19,CUST0400,INV100393,PROD0141,Product 141,Snacks,Biscuits,Indore,Madhya Pradesh,Central,12,57.57,690.84,10,621.76,Cash,Distributor
2024-09-23,CUST0370,INV100394,PROD0163,Product 163,Dairy,Cheese,Hyderabad,Telangana,South,13,93.83,1219.79,10,1097.81,Card,Retail
2023-01-13,CUST0197,INV100395,PROD0071,Product 71,Produce,Fruits,Pune,Maharashtra,West,16,37.18,594.88,0,594.88,UPI,Online
2025-03-29,CUST0489,INV100396,PROD0035,Product 35,Household,Air Freshener,Nashik,Maharashtra,West,2,108.65,217.3,5,206.44,Card,Distributor
2023-01-01,CUST0423,INV100397,PROD0039,Product 39,Produce,Herbs,Nashik,Maharashtra,West,17,95.57,1624.69,10,1462.22,Cash,Wholesale
2024-04-24,CUST0034,INV100398,PROD0042,Product 42,Beverages,Juice,Vadodara,Gujarat,West,22,140.92,3100.24,0,3100.24,UPI,Wholesale
2024-09-23,CUST0469,INV100399,PROD0043,Product 43,Electronics,Earphones,Delhi,Delhi,North,1,558.28,558.28,5,530.37,Net Banking,Online
2024-10-08,CUST0373,INV100400,PROD0096,Product 96,Electronics,Power Bank,Nashik,Maharashtra,West,6,2024.2,12145.2,10,10930.68,Wallet,Online
2025-04-14,CUST0341,INV100401,PROD0084,Product 84,Personal Care,Toothpaste,Thane,Maharashtra,West,13,88.35,1148.55,12.5,1004.98,Card,Wholesale
2024-05-25,CUST0012,INV100402,PROD0112,Product 112,Electronics,Power Bank,Surat,Gujarat,West,13,2397.99,31173.87,0,31173.87,Wallet,Online
2023-04-20,CUST0499,INV100403,PROD0186,Product 186,Produce,Fruits,Nashik,Maharashtra,West,1,17.33,17.33,5,16.46,Cash,Online
2025-08-06,CUST0422,INV100404,PROD0038,Product 38,Household,Cleaner,Ahmedabad,Gujarat,West,23,187.28,4307.44,0,4307.44,Net Banking,Wholesale
2023-11-03,CUST0051,INV100405,PROD0179,Product 179,Bakery,Pastry,Indore,Madhya Pradesh,Central,5,52.48,262.4,12.5,229.6,Net Banking,Online
2024-03-22,CUST0042,INV100406,PROD0063,Product 63,Personal Care,Lotion,Delhi,Delhi,North,1,172.12,172.12,10,154.91,Cash,Retail
2025-08-18,CUST0208,INV100407,PROD0111,Product 111,Personal Care,Lotion,Vadodara,Gujarat,West,23,164.21,3776.83,5,3587.99,UPI,Online
2024-08-25,CUST0190,INV100408,PROD0031,Product 31,Dairy,Cheese,Vadodara,Gujarat,West,3,134.84,404.52,12.5,353.96,Net Banking,Distributor
2023-12-11,CUST0110,INV100409,PROD0104,Product 104,Produce,Fruits,Lucknow,Uttar Pradesh,North,2,86.55,173.1,0,173.1,Card,Wholesale
2023-03-26,CUST0082,INV100410,PROD0154,Product 154,Bakery,Pastry,Delhi,Delhi,North,23,191.52,4404.96,0,4404.96,UPI,Retail
2025-07-07,CUST0408,INV100411,PROD0189,Product 189,Beverages,Coffee,Kanpur,Uttar Pradesh,North,18,168.61,3034.98,0,3034.98,Net Banking,Distributor
2023-02-03,CUST0048,INV100412,PROD0179,Product 179,Personal Care,Soap,Mumbai,Maharashtra,West,1,186.08,186.08,0,186.08,Net Banking,Wholesale
2023-06-19,CUST0069,INV100413,PROD0075,Product 75,Bakery,Bun,Nashik,Maharashtra,West,6,101.87,611.22,12.5,534.82,UPI,Retail
2023-02-10,CUST0458,INV100414,PROD0080,Product 80,Bakery,Bread,Pune,Maharashtra,West,2,178.43,356.86,5,339.02,Wallet,Retail
2023-10-01,CUST0315,INV100415,PROD0001,Product 1,Household,Cleaner,Indore,Madhya Pradesh,Central,17,199.1,3384.7,0,3384.7,Net Banking,Retail
2024-09-12,CUST0304,INV100416,PROD0075,Product 75,Snacks,Nuts,Hyderabad,Telangana,South,15,58.99,884.85,0,884.85,UPI,Distributor
2024-12-06,CUST0437,INV100417,PROD0067,Product 67,Personal Care,Soap,Vadodara,Gujarat,West,24,192.49,4619.76,12.5,4042.29,Wallet,Wholesale
2024-01-03,CUST0146,INV100418,PROD0009,Product 9,Produce,Vegetables,Chennai,Tamil Nadu,South,17,42.84,728.28,0,728.28,Net Banking,Distributor
2025-03-24,CUST0488,INV100419,PROD0131,Product 131,Dairy,Butter,Indore,Madhya Pradesh,Central,18,107.69,1938.42,12.5,1696.12,Net Banking,Wholesale
2024-12-21,CUST0434,INV100420,PROD0080,Product 80,Bakery,Cake,Ahmedabad,Gujarat,West,4,138.98,555.92,5,528.12,Net Banking,Wholesale
2023-04-21,CUST0080,INV100421,PROD0010,Product 10,Snacks,Chips,Nashik,Maharashtra,West,15,45.91,688.65,0,688.65,UPI,Wholesale
2024-08-16,CUST0230,INV100422,PROD0033,Product 33,Personal Care,Soap,Lucknow,Uttar Pradesh,North,22,58.79,1293.38,0,1293.38,Cash,Online
2025-08-17,CUST0123,INV100423,PROD0184,Product 184,Electronics,Adapter,Bhopal,Madhya Pradesh,Central,1,2163.41,2163.41,0,2163.41,UPI,Online
2023-07-16,CUST0364,INV100424,PROD0054,Product 54,Electronics,Earphones,Nagpur,Maharashtra,West,5,1028.91,5144.55,5,4887.32,Card,Distributor
2025-04-12,CUST0177,INV100425,PROD0017,Product 17,Beverages,Tea,Jaipur,Rajasthan,North,6,60.32,361.92,10,325.73,Net Banking,Wholesale
2025-04-15,CUST0255,INV100426,PROD0119,Product 119,Produce,Herbs,Surat,Gujarat,West,24,102.48,2459.52,5,2336.54,Net Banking,Wholesale
2023-01-08,CUST0168,INV100427,PROD0191,Product 191,Produce,Herbs,Surat,Gujarat,West,2,77.54,155.08,0,155.08,Wallet,Wholesale
2023-06-01,CUST0446,INV100428,PROD0043,Product 43,Dairy,Yogurt,Delhi,Delhi,North,24,78.84,1892.16,0,1892.16,Net Banking,Online
2024-03-03,CUST0022,INV100429,PROD0036,Product 36,Household,Air Freshener,Jaipur,Rajasthan,North,17,106.59,1812.03,10,1630.83,Card,Wholesale
2023-12-12,CUST0020,INV100430,PROD0198,Product 198,Beverages,Juice,Surat,Gujarat,West,8,137.2,1097.6,5,1042.72,Wallet,Online
2024-11-27,CUST0002,INV100431,PROD0027,Product 27,Electronics,Charger,Kolkata,West Bengal,East,21,1220.67,25634.07,5,24352.37,Card,Online
2024-03-21,CUST0338,INV100432,PROD0189,Product 189,Dairy,Yogurt,Visakhapatnam,Andhra Pradesh,South,24,39.17,940.08,0,940.08,Wallet,Wholesale
2024-07-05,CUST0395,INV100433,PROD0188,Product 188,Beverages,Soda,Nashik,Maharashtra,West,18,139.33,2507.94,0,2507.94,Wallet,Online
2024-08-26,CUST0387,INV100434,PROD0117,Product 117,Beverages,Juice,Surat,Gujarat,West,5,119.91,599.55,0,599.55,UPI,Distributor
2025-08-03,CUST0322,INV100435,PROD0017,Product 17,Electronics,Adapter,Patna,Bihar,East,9,2247.54,20227.86,5,19216.47,Wallet,Wholesale
2025-04-16,CUST0162,INV100436,PROD0152,Product 152,Household,Air Freshener,Jaipur,Rajasthan,North,4,383.22,1532.88,0,1532.88,Cash,Retail
2023-02-11,CUST0118,INV100437,PROD0172,Product 172,Dairy,Yogurt,Jaipur,Rajasthan,North,24,129.55,3109.2,0,3109.2,UPI,Wholesale
2023-03-19,CUST0114,INV100438,PROD0116,Product 116,Household,Air Freshener,Mumbai,Maharashtra,West,12,67.36,808.32,12.5,707.28,Net Banking,Retail
2024-05-23,CUST0411,INV100439,PROD0071,Product 71,Produce,Fruits,Visakhapatnam,Andhra Pradesh,South,15,46.82,702.3,12.5,614.51,Cash,Retail
2023-07-01,CUST0298,INV100440,PROD0055,Product 55,Dairy,Milk,Ahmedabad,Gujarat,West,19,40.24,764.56,0,764.56,Net Banking,Online
2024-10-24,CUST0280,INV100441,PROD0168,Product 168,Household,Detergent,Bhopal,Madhya Pradesh,Central,14,386.54,5411.56,0,5411.56,UPI,Online
2024-11-04,CUST0126,INV100442,PROD0123,Product 123,Beverages,Tea,Hyderabad,Telangana,South,21,58.55,1229.55,0,1229.55,Cash,Wholesale
2025-01-16,CUST0150,INV100443,PROD0172,Product 172,Dairy,Yogurt,Chennai,Tamil Nadu,South,10,121.87,1218.7,0,1218.7,Net Banking,Wholesale
2023-03-20,CUST0084,INV100444,PROD0093,Product 93,Snacks,Nuts,Lucknow,Uttar Pradesh,North,1,76.01,76.01,12.5,66.51,Wallet,Retail
2023-04-27,CUST0080,INV100445,PROD0032,Product 32,Beverages,Coffee,Delhi,Delhi,North,3,95.05,285.15,12.5,249.51,Cash,Wholesale
2024-06-07,CUST0392,INV100446,PROD0116,Product 116,Bakery,Bread,Visakhapatnam,Andhra Pradesh,South,3,246.73,740.19,0,740.19,Wallet,Distributor
2023-06-30,CUST0063,INV100447,PROD0124,Product 124,Dairy,Milk,Nagpur,Maharashtra,West,21,130.24,2735.04,10,2461.54,UPI,Online
2023-06-16,CUST0199,INV100448,PROD0049,Product 49,Dairy,Milk,Thane,Maharashtra,West,14,120.3,1684.2,5,1599.99,UPI,Retail
2023-12-15,CUST0075,INV100449,PROD0088,Product 88,Personal Care,Shampoo,Vadodara,Gujarat,West,22,142.71,3139.62,0,3139.62,Cash,Retail
2023-06-21,CUST0437,INV100450,PROD0100,Product 100,Produce,Fruits,Visakhapatnam,Andhra Pradesh,South,10,20.63,206.3,0,206.3,Net Banking,Wholesale
2024-02-01,CUST0098,INV100451,PROD0159,Product 159,Electronics,Earphones,Ahmedabad,Gujarat,West,8,1922.62,15380.96,0,15380.96,Net Banking,Distributor
2023-07-12,CUST0165,INV100452,PROD0165,Product 165,Bakery,Cake,Pune,Maharashtra,West,6,165.99,995.94,12.5,871.45,UPI,Distributor
2025-02-06,CUST0002,INV100453,PROD0147,Product 147,Bakery,Bread,Nagpur,Maharashtra,West,9,70.4,633.6,0,633.6,Cash,Distributor
2024-08-31,CUST0429,INV100454,PROD0002,Product 2,Bakery,Pastry,Delhi,Delhi,North,14,87.14,1219.96,0,1219.96,Card,Retail
2023-05-03,CUST0267,INV100455,PROD0144,Product 144,Snacks,Biscuits,Vadodara,Gujarat,West,13,69.46,902.98,0,902.98,Net Banking,Online
2023-10-28,CUST0320,INV100456,PROD0009,Product 9,Bakery,Cake,Lucknow,Uttar Pradesh,North,20,142.21,2844.2,0,2844.2,Wallet,Distributor
2023-06-06,CUST0020,INV100457,PROD0028,Product 28,Beverages,Juice,Hyderabad,Telangana,South,11,121.97,1341.67,0,1341.67,Cash,Distributor
2024-05-25,CUST0144,INV100458,PROD0088,Product 88,Produce,Fruits,Visakhapatnam,Andhra Pradesh,South,17,162.65,2765.05,0,2765.05,Cash,Retail
2023-12-02,CUST0158,INV100459,PROD0190,Product 190,Dairy,Yogurt,Mumbai,Maharashtra,West,1,148.77,148.77,10,133.89,UPI,Online
2024-01-07,CUST0095,INV100460,PROD0183,Product 183,Snacks,Biscuits,Visakhapatnam,Andhra Pradesh,South,2,106.68,213.36,5,202.69,Wallet,Retail
2024-08-13,CUST0059,INV100461,PROD0025,Product 25,Dairy,Butter,Surat,Gujarat,West,16,25.17,402.72,0,402.72,UPI,Wholesale
2025-05-11,CUST0109,INV100462,PROD0150,Product 150,Snacks,Biscuits,Pune,Maharashtra,West,10,147.05,1470.5,12.5,1286.69,Cash,Online
2025-07-05,CUST0390,INV100463,PROD0141,Product 141,Snacks,Nuts,Kanpur,Uttar Pradesh,North,13,106.23,1380.99,10,1242.89,Cash,Retail
2023-10-03,CUST0207,INV100464,PROD0193,Product 193,Beverages,Juice,Bhopal,Madhya Pradesh,Central,16,112.6,1801.6,0,1801.6,UPI,Online
2023-04-20,CUST0380,INV100465,PROD0014,Product 14,Personal Care,Soap,Bengaluru,Karnataka,South,20,229.31,4586.2,0,4586.2,Wallet,Retail
2023-09-28,CUST0457,INV100466,PROD0123,Product 123,Beverages,Soda,Nagpur,Maharashtra,West,23,139.69,3212.87,0,3212.87,Net Banking,Retail
2024-10-26,CUST0082,INV100467,PROD0152,Product 152,Household,Detergent,Surat,Gujarat,West,4,196.4,785.6,0,785.6,Card,Wholesale
2023-06-23,CUST0471,INV100468,PROD0146,Product 146,Snacks,Chips,Vadodara,Gujarat,West,2,141.77,283.54,10,255.19,Card,Wholesale
2024-08-13,CUST0378,INV100469,PROD0175,Product 175,Household,Air Freshener,Mumbai,Maharashtra,West,6,224.04,1344.24,0,1344.24,Wallet,Online
2024-03-16,CUST0407,INV100470,PROD0187,Product 187,Household,Air Freshener,Kanpur,Uttar Pradesh,North,22,87.85,1932.7,0,1932.7,Card,Retail
2023-05-20,CUST0109,INV100471,PROD0157,Product 157,Produce,Fruits,Visakhapatnam,Andhra Pradesh,South,22,111.54,2453.88,0,2453.88,Cash,Online
2024-09-23,CUST0208,INV100472,PROD0152,Product 152,Produce,Herbs,Lucknow,Uttar Pradesh,North,8,90.48,723.84,0,723.84,Cash,Wholesale
2023-04-28,CUST0439,INV100473,PROD0032,Product 32,Produce,Vegetables,Thane,Maharashtra,West,6,45.19,271.14,5,257.58,Net Banking,Retail
2025-04-13,CUST0208,INV100474,PROD0152,Product 152,Household,Tissue,Hyderabad,Telangana,South,11,79.49,874.39,12.5,765.09,Wallet,Wholesale
2023-09-13,CUST0329,INV100475,PROD0149,Product 149,Snacks,Biscuits,Hyderabad,Telangana,South,5,43.64,218.2,0,218.2,UPI,Wholesale
2023-04-26,CUST0382,INV100476,PROD0012,Product 12,Snacks,Chocolates,Hyderabad,Telangana,South,5,111.86,559.3,5,531.33,Card,Online
2023-12-16,CUST0295,INV100477,PROD0001,Product 1,Household,Detergent,Mumbai,Maharashtra,West,9,272.36,2451.24,5,2328.68,Net Banking,Retail
2024-02-25,CUST0106,INV100478,PROD0115,Product 115,Personal Care,Shampoo,Bengaluru,Karnataka,South,6,95.05,570.3,5,541.78,Cash,Online
2024-02-03,CUST0194,INV100479,PROD0169,Product 169,Dairy,Yogurt,Kolkata,West Bengal,East,8,81.36,650.88,0,650.88,Card,Wholesale
2023-02-20,CUST0181,INV100480,PROD0049,Product 49,Household,Air Freshener,Vadodara,Gujarat,West,6,350.28,2101.68,5,1996.6,Cash,Distributor
2025-02-05,CUST0130,INV100481,PROD0001,Product 1,Produce,Vegetables,Chennai,Tamil Nadu,South,3,62.07,186.21,12.5,162.93,UPI,Retail
2023-05-25,CUST0235,INV100482,PROD0135,Product 135,Dairy,Cheese,Bhopal,Madhya Pradesh,Central,14,146.83,2055.62,10,1850.06,UPI,Online
2024-08-23,CUST0146,INV100483,PROD0072,Product 72,Personal Care,Lotion,Mumbai,Maharashtra,West,12,64.11,769.32,0,769.32,Net Banking,Retail
2025-05-09,CUST0233,INV100484,PROD0090,Product 90,Dairy,Cheese,Patna,Bihar,East,9,168.79,1519.11,0,1519.11,Card,Online
2025-07-15,CUST0245,INV100485,PROD0100,Product 100,Dairy,Cheese,Vadodara,Gujarat,West,17,163.58,2780.86,12.5,2433.25,Card,Distributor
2023-04-23,CUST0069,INV100486,PROD0005,Product 5,Household,Air Freshener,Indore,Madhya Pradesh,Central,19,218.8,4157.2,12.5,3637.55,Card,Wholesale
2025-02-03,CUST0138,INV100487,PROD0185,Product 185,Bakery,Bun,Bengaluru,Karnataka,South,4,60.16,240.64,0,240.64,Cash,Online
2025-04-09,CUST0207,INV100488,PROD0006,Product 6,Snacks,Chips,Ahmedabad,Gujarat,West,10,112.53,1125.3,0,1125.3,Cash,Online
2023-01-21,CUST0126,INV100489,PROD0194,Product 194,Personal Care,Lotion,Visakhapatnam,Andhra Pradesh,South,4,191.5,766,0,766,UPI,Wholesale
2023-07-18,CUST0168,INV100490,PROD0197,Product 197,Produce,Herbs,Surat,Gujarat,West,2,30.64,61.28,0,61.28,UPI,Distributor
2024-10-05,CUST0096,INV100491,PROD0028,Product 28,Dairy,Yogurt,Jaipur,Rajasthan,North,2,57.16,114.32,5,108.6,Cash,Wholesale
2025-06-30,CUST0206,INV100492,PROD0172,Product 172,Bakery,Bread,Indore,Madhya Pradesh,Central,19,132.06,2509.14,0,2509.14,Net Banking,Wholesale
2024-06-29,CUST0126,INV100493,PROD0084,Product 84,Beverages,Juice,Nagpur,Maharashtra,West,12,103.47,1241.64,0,1241.64,Net Banking,Wholesale
2023-04-16,CUST0171,INV100494,PROD0127,Product 127,Household,Air Freshener,Kanpur,Uttar Pradesh,North,11,97.73,1075.03,0,1075.03,UPI,Retail
2024-02-27,CUST0290,INV100495,PROD0036,Product 36,Household,Air Freshener,Pune,Maharashtra,West,10,334.6,3346,0,3346,Card,Distributor
2023-08-15,CUST0274,INV100496,PROD0190,Product 190,Snacks,Chips,Kanpur,Uttar Pradesh,North,10,76.71,767.1,10,690.39,Net Banking,Wholesale
2023-01-12,CUST0378,INV100497,PROD0055,Product 55,Household,Tissue,Bengaluru,Karnataka,South,16,203.2,3251.2,5,3088.64,UPI,Online
2025-07-03,CUST0471,INV100498,PROD0151,Product 151,Produce,Fruits,Jaipur,Rajasthan,North,22,104.89,2307.58,0,2307.58,Wallet,Distributor
2025-04-04,CUST0108,INV100499,PROD0024,Product 24,Bakery,Cake,Thane,Maharashtra,West,7,225.48,1578.36,12.5,1381.06,UPI,Retail
2024-11-04,CUST0129,INV100500,PROD0154,Product 154,Household,Detergent,Vadodara,Gujarat,West,7,150.76,1055.32,0,1055.32,Cash,Wholesale
2023-04-13,CUST0388,INV100501,PROD0179,Product 179,Beverages,Soda,Kolkata,West Bengal,East,6,155.46,932.76,5,886.12,Net Banking,Online
2025-08-15,CUST0046,INV100502,PROD0129,Product 129,Household,Tissue,Mumbai,Maharashtra,West,12,160.6,1927.2,0,1927.2,Net Banking,Online
2024-11-14,CUST0183,INV100503,PROD0193,Product 193,Electronics,Charger,Mumbai,Maharashtra,West,23,294.15,6765.45,10,6088.9,UPI,Retail
2023-07-20,CUST0141,INV100504,PROD0050,Product 50,Personal Care,Shampoo,Ahmedabad,Gujarat,West,17,202.11,3435.87,10,3092.28,UPI,Wholesale
2024-11-08,CUST0424,INV100505,PROD0054,Product 54,Household,Cleaner,Lucknow,Uttar Pradesh,North,24,163.61,3926.64,5,3730.31,Net Banking,Retail
2024-10-04,CUST0231,INV100506,PROD0058,Product 58,Personal Care,Soap,Bengaluru,Karnataka,South,24,86.7,2080.8,0,2080.8,Card,Online
2024-04-30,CUST0388,INV100507,PROD0195,Product 195,Dairy,Yogurt,Hyderabad,Telangana,South,7,109.61,767.27,0,767.27,UPI,Wholesale
2024-12-01,CUST0194,INV100508,PROD0002,Product 2,Personal Care,Toothpaste,Pune,Maharashtra,West,18,59.47,1070.46,0,1070.46,Wallet,Wholesale
2023-06-07,CUST0432,INV100509,PROD0108,Product 108,Snacks,Chips,Chennai,Tamil Nadu,South,20,128.87,2577.4,0,2577.4,Card,Retail
2025-06-26,CUST0213,INV100510,PROD0028,Product 28,Produce,Fruits,Chennai,Tamil Nadu,South,10,95.83,958.3,0,958.3,Cash,Online
2023-10-13,CUST0232,INV100511,PROD0041,Product 41,Household,Air Freshener,Bhopal,Madhya Pradesh,Central,10,71.68,716.8,0,716.8,Card,Distributor
2024-01-20,CUST0162,INV100512,PROD0067,Product 67,Household,Detergent,Kolkata,West Bengal,East,11,327.18,3598.98,0,3598.98,Net Banking,Online
2025-07-11,CUST0396,INV100513,PROD0138,Product 138,Electronics,Earphones,Nashik,Maharashtra,West,20,1177.39,23547.8,12.5,20604.32,UPI,Wholesale
2023-02-24,CUST0028,INV100514,PROD0059,Product 59,Snacks,Chocolates,Indore,Madhya Pradesh,Central,7,76.93,538.51,5,511.58,Wallet,Wholesale
2023-09-05,CUST0266,INV100515,PROD0047,Product 47,Household,Cleaner,Ahmedabad,Gujarat,West,2,141.84,283.68,0,283.68,UPI,Retail
2023-09-23,CUST0276,INV100516,PROD0142,Product 142,Snacks,Nuts,Visakhapatnam,Andhra Pradesh,South,5,25.19,125.95,0,125.95,Wallet,Retail
2025-05-20,CUST0134,INV100517,PROD0086,Product 86,Personal Care,Shampoo,Pune,Maharashtra,West,19,190.18,3613.42,10,3252.08,Net Banking,Distributor
2024-10-01,CUST0430,INV100518,PROD0053,Product 53,Personal Care,Shampoo,Delhi,Delhi,North,18,126.43,2275.74,5,2161.95,Wallet,Wholesale
2024-04-16,CUST0227,INV100519,PROD0019,Product 19,Produce,Herbs,Kanpur,Uttar Pradesh,North,12,49.33,591.96,12.5,517.96,UPI,Online
2025-03-09,CUST0085,INV100520,PROD0175,Product 175,Dairy,Butter,Mumbai,Maharashtra,West,20,198.82,3976.4,0,3976.4,UPI,Retail
2025-02-14,CUST0014,INV100521,PROD0199,Product 199,Beverages,Tea,Delhi,Delhi,North,4,107.49,429.96,5,408.46,Cash,Wholesale
2024-03-25,CUST0381,INV100522,PROD0164,Product 164,Snacks,Chips,Kolkata,West Bengal,East,8,87.24,697.92,0,697.92,Net Banking,Retail
2023-12-28,CUST0402,INV100523,PROD0138,Product 138,Bakery,Bread,Thane,Maharashtra,West,19,177.59,3374.21,10,3036.79,UPI,Wholesale
2023-03-29,CUST0161,INV100524,PROD0098,Product 98,Snacks,Nuts,Lucknow,Uttar Pradesh,North,19,46.19,877.61,0,877.61,Cash,Wholesale
2023-06-04,CUST0280,INV100525,PROD0038,Product 38,Electronics,Power Bank,Vadodara,Gujarat,West,22,590.45,12989.9,0,12989.9,Wallet,Retail
2023-02-11,CUST0090,INV100526,PROD0196,Product 196,Dairy,Milk,Surat,Gujarat,West,24,98.35,2360.4,0,2360.4,Net Banking,Distributor
2023-01-03,CUST0260,INV100527,PROD0112,Product 112,Electronics,Earphones,Pune,Maharashtra,West,8,595.4,4763.2,5,4525.04,Wallet,Retail
2024-01-06,CUST0339,INV100528,PROD0067,Product 67,Household,Air Freshener,Nagpur,Maharashtra,West,22,137.41,3023.02,5,2871.87,Cash,Retail
2023-08-30,CUST0371,INV100529,PROD0133,Product 133,Dairy,Cheese,Indore,Madhya Pradesh,Central,3,174.11,522.33,0,522.33,Net Banking,Retail
2024-01-10,CUST0212,INV100530,PROD0039,Product 39,Dairy,Cheese,Surat,Gujarat,West,12,183.59,2203.08,0,2203.08,Cash,Retail
2024-10-02,CUST0159,INV100531,PROD0044,Product 44,Produce,Herbs,Pune,Maharashtra,West,18,74.09,1333.62,10,1200.26,Wallet,Retail
2024-09-24,CUST0241,INV100532,PROD0014,Product 14,Produce,Fruits,Ahmedabad,Gujarat,West,12,23.55,282.6,5,268.47,Net Banking,Distributor
2025-04-01,CUST0182,INV100533,PROD0005,Product 5,Personal Care,Shampoo,Delhi,Delhi,North,7,282.47,1977.29,0,1977.29,UPI,Online
2023-09-25,CUST0025,INV100534,PROD0032,Product 32,Produce,Vegetables,Visakhapatnam,Andhra Pradesh,South,16,15.99,255.84,10,230.26,UPI,Retail
2025-06-20,CUST0321,INV100535,PROD0188,Product 188,Dairy,Cheese,Kanpur,Uttar Pradesh,North,9,96.12,865.08,5,821.83,Net Banking,Distributor
2024-02-14,CUST0477,INV100536,PROD0064,Product 64,Household,Air Freshener,Kolkata,West Bengal,East,13,277.04,3601.52,0,3601.52,Wallet,Retail
2025-01-13,CUST0138,INV100537,PROD0063,Product 63,Personal Care,Soap,Hyderabad,Telangana,South,20,202.11,4042.2,5,3840.09,Net Banking,Online
2023-09-06,CUST0088,INV100538,PROD0134,Product 134,Dairy,Yogurt,Lucknow,Uttar Pradesh,North,14,79.2,1108.8,0,1108.8,Card,Retail
2023-04-17,CUST0451,INV100539,PROD0108,Product 108,Personal Care,Toothpaste,Visakhapatnam,Andhra Pradesh,South,24,276.29,6630.96,0,6630.96,Net Banking,Wholesale
2023-10-26,CUST0159,INV100540,PROD0200,Product 200,Dairy,Milk,Patna,Bihar,East,3,77.67,233.01,0,233.01,UPI,Distributor
2025-06-06,CUST0485,INV100541,PROD0162,Product 162,Produce,Fruits,Nagpur,Maharashtra,West,21,73.41,1541.61,0,1541.61,Cash,Online
2024-07-10,CUST0448,INV100542,PROD0011,Product 11,Personal Care,Lotion,Ahmedabad,Gujarat,West,11,220.91,2430.01,5,2308.51,Cash,Online
2024-01-22,CUST0350,INV100543,PROD0048,Product 48,Dairy,Cheese,Mumbai,Maharashtra,West,5,199.21,996.05,5,946.25,UPI,Distributor
